ID,Reporting_Year,NPRI_ID,Facility_Name,Company_Name,Province,CAS_Number,Substance_Name,Group,Category,Quantity,Units
670,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,110-54-3,n-Hexane,Total All Media<1t,All Media,0.639,tonnes
671,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,2655.238,tonnes
672,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,115-07-1,Propylene,Releases to Air,Stack / Point,0.058,tonnes
673,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,115-07-1,Propylene,Releases to Air,Fugitive,8.701,tonnes
674,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,115-07-1,Propylene,Releases to Air,Spills,0.007,tonnes
675,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,118-74-1,Hexachlorobenzene,Releases to Air,Stack / Point,586,grams
676,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,127-18-4,Tetrachloroethylene,Total All Media<1t,All Media,0.009,tonnes
677,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,34077-87-7,HCFC-123 and all isomers,Total All Media<1t,All Media,0.019,tonnes
678,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,50-00-0,Formaldehyde,Total All Media<1t,All Media,0.034,tonnes
679,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,56-23-5,Carbon tetrachloride,Total All Media<1t,All Media,0.101,tonnes
680,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,677.48,tonnes
681,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,630-08-0,Carbon monoxide,Releases to Air,Fugitive,0.051,tonnes
682,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,64-18-6,Formic acid,Total All Media<1t,All Media,0.283,tonnes
683,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,67-56-1,Methanol,Total All Media<1t,All Media,0.856,tonnes
684,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,67-66-3,Chloroform,Total All Media<1t,All Media,0.074,tonnes
685,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,67-72-1,Hexachloroethane,Total All Media<1t,All Media,0.001,tonnes
686,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,71-43-2,Benzene,Releases to Air,Stack / Point,0.066,tonnes
687,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,71-43-2,Benzene,Releases to Air,Fugitive,2.183,tonnes
688,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,7440-62-2,Vanadium (except when in an alloy) and its compounds,Total All Media<1t,All Media,0.667,tonnes
689,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,120.272,tonnes
690,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,9/5/7446,Sulphur dioxide,Releases to Air,Storage / Handling,3.675,tonnes
691,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,74-85-1,Ethylene,Releases to Air,Stack / Point,12.171,tonnes
692,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,74-85-1,Ethylene,Releases to Air,Storage / Handling,0.007,tonnes
693,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,74-85-1,Ethylene,Releases to Air,Fugitive,47.991,tonnes
694,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,74-85-1,Ethylene,Releases to Air,Spills,0.647,tonnes
695,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,74-85-1,Ethylene,Releases to Air,Other Non-Point,2.5,tonnes
696,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-00-3,Chloroethane,Total All Media<1t,All Media,0.257,tonnes
697,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-01-4,Vinyl chloride,Total All Media<1t,All Media,0.789,tonnes
698,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-07-0,Acetaldehyde,Total All Media<1t,All Media,0.054,tonnes
699,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-09-2,Dichloromethane,Total All Media<1t,All Media,0.051,tonnes
700,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-21-8,Ethylene oxide,Releases to Air,Stack / Point,0.184,tonnes
701,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-21-8,Ethylene oxide,Releases to Air,Fugitive,2.681,tonnes
702,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-21-8,Ethylene oxide,Releases to Air,Spills,0.24,tonnes
703,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-45-6,HCFC-22,Releases to Air,Fugitive,1.6,tonnes
704,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-45-6,HCFC-22,Releases to Air,Spills,0.075,tonnes
705,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-68-3,HCFC-142b,Releases to Air,Stack / Point,112.768,tonnes
706,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-68-3,HCFC-142b,Releases to Air,Storage / Handling,2.232,tonnes
707,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-68-3,HCFC-142b,Releases to Air,Fugitive,0.35,tonnes
708,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,75-68-3,HCFC-142b,Releases to Air,Spills,0,tonnes
709,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,76-01-7,Pentachloroethane,Total All Media<1t,All Media,0.002,tonnes
710,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,7647-01-0,Hydrochloric acid,Releases to Air,Stack / Point,7.203,tonnes
711,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,7647-01-0,Hydrochloric acid,Releases to Air,Storage / Handling,1.115,tonnes
712,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,7647-01-0,Hydrochloric acid,Releases to Air,Fugitive,0.906,tonnes
713,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,7647-01-0,Hydrochloric acid,Releases to Air,Spills,0.021,tonnes
714,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,77-73-6,Dicyclopentadiene,Total All Media<1t,All Media,0.962,tonnes
715,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,7782-50-5,Chlorine,Total All Media<1t,All Media,0.261,tonnes
716,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,6/4/7783,Hydrogen sulphide,Total All Media<1t,All Media,0.129,tonnes
717,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,79-00-5,"1,1,2-Trichloroethane",Total All Media<1t,All Media,0.105,tonnes
718,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,79-01-6,Trichloroethylene,Total All Media<1t,All Media,0.004,tonnes
719,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,79-34-5,"1,1,2,2-Tetrachloroethane",Total All Media<1t,All Media,0.049,tonnes
720,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,91-20-3,Naphthalene,Total All Media<1t,All Media,0.122,tonnes
721,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,92-52-4,Biphenyl,Total All Media<1t,All Media,0,tonnes
722,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - 07,Cyanides (ionic),Total All Media<1t,All Media,0.064,tonnes
723,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - 16,Ammonia (total),Total All Media<1t,All Media,0.459,tonnes
724,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - D/F,Dioxins and furans - total,Total All Media<1t,All Media,0.045,g TEQ(ET)
725,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,578.416,tonnes
726,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M08,PM - Total Particulate Matter,Releases to Air,Storage / Handling,0.498,tonnes
727,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,578.413,tonnes
728,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Storage / Handling,0.499,tonnes
729,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,17.958,tonnes
730,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Storage / Handling,0.008,tonnes
731,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,295.075,tonnes
732,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,11.927,tonnes
733,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,155.261,tonnes
734,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Spills,3.362,tonnes
735,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Other Non-Point,28.252,tonnes
736,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,100-42-5,Styrene,Total All Media<1t,All Media,0.145,tonnes
737,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,106-99-0,"1,3-Butadiene",Total All Media<1t,All Media,0.059,tonnes
738,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,2.44,tonnes
739,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,4.337,tonnes
740,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,9/5/7446,Sulphur dioxide,Total All Media<1t,All Media,0.047,tonnes
741,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,75-68-3,HCFC-142b,Releases to Air,Stack / Point,131.446,tonnes
742,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,75-68-3,HCFC-142b,Releases to Air,Storage / Handling,5.537,tonnes
743,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,75-68-3,HCFC-142b,Releases to Air,Fugitive,1.375,tonnes
744,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,79-10-7,Acrylic acid (and its salts),Total All Media<1t,All Media,0.011,tonnes
745,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,NA - 16,Ammonia (total),Total All Media<1t,All Media,0.026,tonnes
746,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,1.029,tonnes
747,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,NA - M09,PM10 - Particulate Matter <= 10 Microns,Total All Media<1t,All Media,0.858,tonnes
748,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Total All Media<1t,All Media,0.695,tonnes
749,2002,281,VARENNES SITE,DOW CHEMICAL CANADA INC.,QC,NA - M16,Volatile Organic Compounds (VOCs),Total All Media<1t,All Media,0.692,tonnes
750,2002,282,DOW CHEMICAL CANADA INC. - WESTON,DOW CHEMICAL CANADA INC.,ONTARIO,75-45-6,HCFC-22,Releases to Air,Stack / Point,0.82,tonnes
751,2002,282,DOW CHEMICAL CANADA INC. - WESTON,DOW CHEMICAL CANADA INC.,ONTARIO,75-45-6,HCFC-22,Releases to Air,Storage / Handling,6.946,tonnes
752,2002,282,DOW CHEMICAL CANADA INC. - WESTON,DOW CHEMICAL CANADA INC.,ONTARIO,75-68-3,HCFC-142b,Releases to Air,Stack / Point,193.563,tonnes
753,2002,282,DOW CHEMICAL CANADA INC. - WESTON,DOW CHEMICAL CANADA INC.,ONTARIO,75-68-3,HCFC-142b,Releases to Air,Storage / Handling,0.03,tonnes
754,2002,282,DOW CHEMICAL CANADA INC. - WESTON,DOW CHEMICAL CANADA INC.,ONTARIO,75-68-3,HCFC-142b,Releases to Air,Fugitive,1.357,tonnes
755,2002,282,DOW CHEMICAL CANADA INC. - WESTON,DOW CHEMICAL CANADA INC.,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,2.185,tonnes
756,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,100-41-4,Ethylbenzene,Total All Media<1t,All Media,0.265,tonnes
757,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-10-1,Methyl isobutyl ketone,Releases to Air,Stack / Point,0.67,tonnes
758,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-10-1,Methyl isobutyl ketone,Releases to Air,Storage / Handling,0.015,tonnes
759,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-10-1,Methyl isobutyl ketone,Releases to Air,Fugitive,1.396,tonnes
760,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-10-1,Methyl isobutyl ketone,Releases to Air,Other Non-Point,0.149,tonnes
761,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-88-3,Toluene,Releases to Air,Stack / Point,4.682,tonnes
762,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-88-3,Toluene,Releases to Air,Storage / Handling,0.145,tonnes
763,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-88-3,Toluene,Releases to Air,Fugitive,11.133,tonnes
764,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,108-88-3,Toluene,Releases to Air,Other Non-Point,0.813,tonnes
765,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,1330-20-7,Xylene (mixed isomers),Releases to Air,Stack / Point,2.166,tonnes
766,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,1330-20-7,Xylene (mixed isomers),Releases to Air,Storage / Handling,0.045,tonnes
767,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,1330-20-7,Xylene (mixed isomers),Releases to Air,Fugitive,4.136,tonnes
768,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,1330-20-7,Xylene (mixed isomers),Releases to Air,Other Non-Point,0.144,tonnes
769,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-56-1,Methanol,Releases to Air,Stack / Point,0.474,tonnes
770,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-56-1,Methanol,Releases to Air,Storage / Handling,0.131,tonnes
771,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-56-1,Methanol,Releases to Air,Fugitive,1.322,tonnes
772,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-56-1,Methanol,Releases to Air,Other Non-Point,0.486,tonnes
773,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-63-0,Isopropyl alcohol,Releases to Air,Stack / Point,0.768,tonnes
774,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-63-0,Isopropyl alcohol,Releases to Air,Storage / Handling,0.009,tonnes
775,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-63-0,Isopropyl alcohol,Releases to Air,Fugitive,1.861,tonnes
776,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,67-63-0,Isopropyl alcohol,Releases to Air,Other Non-Point,0.089,tonnes
777,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,71-36-3,n-Butyl alcohol,Releases to Air,Stack / Point,0.615,tonnes
778,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,71-36-3,n-Butyl alcohol,Releases to Air,Storage / Handling,0.008,tonnes
779,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,71-36-3,n-Butyl alcohol,Releases to Air,Fugitive,1.301,tonnes
780,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,71-36-3,n-Butyl alcohol,Releases to Air,Other Non-Point,0.035,tonnes
781,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,78-83-1,i-Butyl alcohol,Total All Media<1t,All Media,0.048,tonnes
782,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,78-93-3,Methyl ethyl ketone,Releases to Air,Stack / Point,7.446,tonnes
783,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,78-93-3,Methyl ethyl ketone,Releases to Air,Storage / Handling,0.193,tonnes
784,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,78-93-3,Methyl ethyl ketone,Releases to Air,Fugitive,8.337,tonnes
785,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,78-93-3,Methyl ethyl ketone,Releases to Air,Other Non-Point,1.989,tonnes
786,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.1,tonnes
787,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,NA - 19,Hexavalent chromium (and its compounds),Total All Media<1t,All Media,0.002,kg
788,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,24.756,tonnes
789,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,0.817,tonnes
790,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,35.295,tonnes
791,2002,286,AJAX PERFORMANCE COATINGS DIVISION,DUPONT CANADA INC.,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Other Non-Point,5.83,tonnes
792,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,11104-93-1,Nitrogen oxides (expressed as NO2),Total All Media<1t,All Media,0.786,tonnes
793,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,630-08-0,Carbon monoxide,Total All Media<1t,All Media,0.652,tonnes
794,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,9/5/7446,Sulphur dioxide,Total All Media<1t,All Media,0.005,tonnes
795,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,NA - M08,PM - Total Particulate Matter,Total All Media<1t,All Media,0.06,tonnes
796,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Total All Media<1t,All Media,0.06,tonnes
797,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Total All Media<1t,All Media,0.06,tonnes
798,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,0.043,tonnes
799,2002,299,EKA CHEMICALS CANADA INC.,AKZO NOBEL,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,1.681,tonnes
800,2002,302,USINE DE MAGOG,EKA CHIMIE CANADA INC.,QC,7782-50-5,Chlorine,Total All Media<1t,All Media,0.009,tonnes
801,2002,302,USINE DE MAGOG,EKA CHIMIE CANADA INC.,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,1.076,tonnes
802,2002,305,ANDEROL  OAKVILLE,ANDEROL CANADA CORP.,ONTARIO,11104-93-1,Nitrogen oxides (expressed as NO2),Total All Media<1t,All Media,0.713,tonnes
803,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,921,tonnes
804,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,74-87-3,Chloromethane,Releases to Air,Stack / Point,14,tonnes
805,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,74-87-3,Chloromethane,Releases to Air,Storage / Handling,0.1,tonnes
806,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,75-07-0,Acetaldehyde,Releases to Air,Stack / Point,3.3,tonnes
807,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,75-07-0,Acetaldehyde,Releases to Air,Storage / Handling,24.2,tonnes
808,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,75-07-0,Acetaldehyde,Releases to Air,Fugitive,2.7,tonnes
809,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,75-07-0,Acetaldehyde,Releases to Water,Direct Discharges,0.49,tonnes
810,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,7647-01-0,Hydrochloric acid,Releases to Air,Stack / Point,36.2,tonnes
811,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,7664-93-9,Sulphuric acid,Releases to Air,Stack / Point,2.2,tonnes
812,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,6/4/7783,Hydrogen sulphide,Releases to Air,Stack / Point,62.4,tonnes
813,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,6/4/7783,Hydrogen sulphide,Releases to Air,Storage / Handling,33.5,tonnes
814,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,85-01-8,Phenanthrene - PAH,Releases to Air,Stack / Point,1.21,kg
815,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,85-01-8,Phenanthrene - PAH,Releases to Water,Direct Discharges,5.65,kg
816,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 02,Arsenic (and its compounds),Releases to Air,Stack / Point,4.1,kg
817,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 02,Arsenic (and its compounds),Releases to Air,Storage / Handling,0,kg
818,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 02,Arsenic (and its compounds),Releases to Air,Fugitive,0,kg
819,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 02,Arsenic (and its compounds),Releases to Water,Direct Discharges,119.77,kg
820,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 03,Cadmium (and its compounds),Releases to Air,Stack / Point,5.9,kg
821,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 03,Cadmium (and its compounds),Releases to Air,Storage / Handling,0,kg
822,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 03,Cadmium (and its compounds),Releases to Air,Fugitive,0,kg
823,2002,333,ELK FALLS DIVISION,NORSKECANADA,British-Columbia,NA - 03,Cadmium (and its compounds),Releases to Water,Direct Discharges,4.98,kg
