ID,Reporting_Year,NPRI_ID,Facility_Name,Company_Name,Province,CAS_Number,Substance_Name,Group,Category,Quantity,Units
512,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,6/4/7783,Hydrogen sulphide,Releases to Air,Stack / Point,15.48,tonnes
513,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,6/4/7783,Hydrogen sulphide,Releases to Water,Direct Discharges,0.434,tonnes
514,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 02,Arsenic (and its compounds),Releases to Air,Stack / Point,1.039,kg
515,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 02,Arsenic (and its compounds),Releases to Water,Direct Discharges,113.885,kg
516,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 03,Cadmium (and its compounds),Releases to Air,Stack / Point,5.92,kg
517,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 03,Cadmium (and its compounds),Releases to Water,Direct Discharges,22.78,kg
518,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 09,Manganese (and its compounds),Releases to Air,Stack / Point,1.343,tonnes
519,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 09,Manganese (and its compounds),Releases to Water,Direct Discharges,5.33,tonnes
520,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 10,Mercury (and its compounds),Releases to Air,Stack / Point,10.127,kg
521,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 14,Zinc (and its compounds),Releases to Air,Stack / Point,0.759,tonnes
522,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 14,Zinc (and its compounds),Releases to Water,Direct Discharges,1.43,tonnes
523,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 16,Ammonia (total),Releases to Air,Stack / Point,117.556,tonnes
524,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 16,Ammonia (total),Releases to Water,Direct Discharges,17.42,tonnes
525,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 19,Hexavalent chromium (and its compounds),Releases to Air,Stack / Point,6.758,kg
526,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - 19,Hexavalent chromium (and its compounds),Releases to Water,Direct Discharges,18.9,kg
527,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - D/F,Dioxins and furans - total,Total All Media<1t,All Media,0.011,g TEQ(ET)
528,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,196.83,tonnes
529,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,157.47,tonnes
530,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,125.97,tonnes
531,2002,223,PEACE RIVER PULP DIVISION,DAISHOWA-MARUBENI INTERNATIONAL,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,509.24,tonnes
532,2002,231,JAMES STREET PLANT,DELHI INDUSTRIES INC,ONTARIO,1330-20-7,Xylene (mixed isomers),Releases to Air,Stack / Point,16.5,tonnes
533,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,108-88-3,Toluene,Total All Media<1t,All Media,0,tonnes
534,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,140-88-5,Ethyl acrylate,Total All Media<1t,All Media,0,tonnes
535,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,141-32-2,Butyl acrylate,Total All Media<1t,All Media,0,tonnes
536,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,78-93-3,Methyl ethyl ketone,Total All Media<1t,All Media,0,tonnes
537,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,84-74-2,Dibutyl phthalate,Total All Media<1t,All Media,0,tonnes
538,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,85-44-9,Phthalic anhydride,Total All Media<1t,All Media,0,tonnes
539,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,96-33-3,Methyl acrylate,Total All Media<1t,All Media,0,tonnes
540,2002,252,DURAL PLANT DIV MULTIBOND.,DURAL DIV MULTIBOND.,QC,NA - 16,Ammonia (total),Total All Media<1t,All Media,0,tonnes
541,2002,256,DUSTBANE PRODUCTS - CHEMICAL DIVISION,DUSTBANE PRODUCTS LTD.,ONTARIO,106-46-7,p-Dichlorobenzene,Total All Media<1t,All Media,0.022,tonnes
542,2002,256,DUSTBANE PRODUCTS - CHEMICAL DIVISION,DUSTBANE PRODUCTS LTD.,ONTARIO,111-76-2,2-Butoxyethanol,Total All Media<1t,All Media,0.034,tonnes
543,2002,256,DUSTBANE PRODUCTS - CHEMICAL DIVISION,DUSTBANE PRODUCTS LTD.,ONTARIO,67-56-1,Methanol,Releases to Air,Stack / Point,1.1,tonnes
544,2002,256,DUSTBANE PRODUCTS - CHEMICAL DIVISION,DUSTBANE PRODUCTS LTD.,ONTARIO,67-63-0,Isopropyl alcohol,Releases to Air,Stack / Point,1.463,tonnes
545,2002,256,DUSTBANE PRODUCTS - CHEMICAL DIVISION,DUSTBANE PRODUCTS LTD.,ONTARIO,872-50-4,N-Methyl-2-pyrrolidone,Total All Media<1t,All Media,0.004,tonnes
546,2002,257,LAVO,LAVO INC,QC,111-76-2,2-Butoxyethanol,Total All Media<1t,All Media,0.005,tonnes
547,2002,257,LAVO,LAVO INC,QC,67-63-0,Isopropyl alcohol,Total All Media<1t,All Media,0.02,tonnes
548,2002,257,LAVO,LAVO INC,QC,9016-45-9,Nonylphenol polyethylene glycol ether,Total All Media<1t,All Media,0.002,tonnes
549,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,11104-93-1,Nitrogen oxides (expressed as NO2),Total All Media<1t,All Media,0.709,tonnes
550,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,111-76-2,2-Butoxyethanol,Total All Media<1t,All Media,0.143,tonnes
551,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,1.313,tonnes
552,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,67-63-0,Isopropyl alcohol,Releases to Air,Fugitive,1.385,tonnes
553,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,9/5/7446,Sulphur dioxide,Total All Media<1t,All Media,0.004,tonnes
554,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,7664-93-9,Sulphuric acid,Total All Media<1t,All Media,0.004,tonnes
555,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,7697-37-2,Nitric acid,Releases to Air,Fugitive,2.9,tonnes
556,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,NA - M08,PM - Total Particulate Matter,Total All Media<1t,All Media,0.021,tonnes
557,2002,264,NUVIK PLANT,ECOLAB LTD.,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Total All Media<1t,All Media,0.021,tonnes
558,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,13316.47,tonnes
559,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,118-74-1,Hexachlorobenzene,Releases to Air,Stack / Point,2144,grams
560,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,925.62,tonnes
561,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,7429-90-5,Aluminum (fume or dust),Total All Media<1t,All Media,0,tonnes
562,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,7440-62-2,Vanadium (except when in an alloy) and its compounds,Total All Media<1t,All Media,0.262,tonnes
563,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,14493.65,tonnes
564,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,7647-01-0,Hydrochloric acid,Releases to Air,Stack / Point,51.013,tonnes
565,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,7664-39-3,Hydrogen fluoride,Releases to Air,Stack / Point,40.95,tonnes
566,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,7664-93-9,Sulphuric acid,Releases to Air,Stack / Point,8.33,tonnes
567,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 02,Arsenic (and its compounds),Releases to Air,Stack / Point,53,kg
568,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 02,Arsenic (and its compounds),Releases to Water,Direct Discharges,0.98,kg
569,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 03,Cadmium (and its compounds),Releases to Air,Stack / Point,18,kg
570,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 03,Cadmium (and its compounds),Releases to Water,Direct Discharges,0.02,kg
571,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 04,Chromium (and its compounds),Total All Media<1t,All Media,0.182,tonnes
572,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 05,Cobalt (and its compounds),Total All Media<1t,All Media,0.025,tonnes
573,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 06,Copper (and its compounds),Total All Media<1t,All Media,0.12,tonnes
574,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 08,Lead (and its compounds),Releases to Air,Stack / Point,212,kg
575,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 08,Lead (and its compounds),Releases to Water,Direct Discharges,0.03,kg
576,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 09,Manganese (and its compounds),Total All Media<1t,All Media,0.454,tonnes
577,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 10,Mercury (and its compounds),Releases to Air,Stack / Point,83,kg
578,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 10,Mercury (and its compounds),Releases to Water,Direct Discharges,0.05,kg
579,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 11,Nickel (and its compounds),Total All Media<1t,All Media,0.144,tonnes
580,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 14,Zinc (and its compounds),Releases to Air,Stack / Point,1.833,tonnes
581,2004,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - 14,Zinc (and its compounds),Releases to Water,Direct Discharges,0.005,tonnes
582,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - D/F,Dioxins and furans - total,Total All Media<1t,All Media,0.253,g TEQ(ET)
583,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,1049.75,tonnes
584,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M08,PM - Total Particulate Matter,Releases to Air,Storage / Handling,4.22,tonnes
585,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M08,PM - Total Particulate Matter,Releases to Air,Fugitive,1.66,tonnes
586,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,504.83,tonnes
587,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Storage / Handling,2,tonnes
588,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Fugitive,0.38,tonnes
589,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,252.41,tonnes
590,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Storage / Handling,0.8,tonnes
591,2002,267,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Fugitive,0.06,tonnes
592,2002,269,CLOVER BAR THERMAL GENERATING STATION,EPCOR GENERATION INC.,Alberta,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,363.24,tonnes
593,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,10049-04-4,Chlorine dioxide,Total All Media<1t,All Media,0.575,tonnes
594,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,505.22,tonnes
595,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,118-74-1,Hexachlorobenzene,Total All Media<1t,All Media,0,grams
596,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,1307.71,tonnes
597,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,67-56-1,Methanol,Releases to Air,Stack / Point,98.43,tonnes
598,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,67-56-1,Methanol,Releases to Air,Fugitive,1.94,tonnes
599,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,67-66-3,Chloroform,Releases to Air,Stack / Point,7.99,tonnes
600,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,67-66-3,Chloroform,Releases to Air,Fugitive,6.014,tonnes
601,2002,271,GENESEE THERMAL GENERATING STATION,EPCOR GENERATION INC.,QC,67-66-3,Chloroform,Releases to Water,Direct Discharges,0.084,tonnes
602,2008,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,841.5,tonnes
603,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,75-07-0,Acetaldehyde,Releases to Air,Stack / Point,9.465,tonnes
604,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,75-07-0,Acetaldehyde,Releases to Air,Fugitive,1.892,tonnes
605,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,75-07-0,Acetaldehyde,Releases to Water,Direct Discharges,0.402,tonnes
606,2002,271,DIVISION PONTIAC,EPCOR GENERATION INC.,QC,7647-01-0,Hydrochloric acid,Releases to Air,Stack / Point,15.819,tonnes
607,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,7664-93-9,Sulphuric acid,Releases to Air,Stack / Point,6.068,tonnes
608,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,7782-50-5,Chlorine,Releases to Air,Stack / Point,1.25,tonnes
609,2005,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 03,Cadmium (and its compounds),Releases to Air,Stack / Point,2,kg
610,2004,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 03,Cadmium (and its compounds),Releases to Water,Direct Discharges,47,kg
611,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 08,Lead (and its compounds),Releases to Air,Stack / Point,6,kg
612,2002,271,DIVISION PONTIAC,EPCOR GENERATION INC.,QC,NA - 08,Lead (and its compounds),Releases to Water,Direct Discharges,140,kg
613,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 09,Manganese (and its compounds),Releases to Air,Stack / Point,0.055,tonnes
614,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 09,Manganese (and its compounds),Releases to Water,Direct Discharges,25.691,tonnes
615,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 14,Zinc (and its compounds),Releases to Air,Stack / Point,0.116,tonnes
616,2002,271,DIVISION PONTIAC,EPCOR GENERATION INC.,QC,NA - 14,Zinc (and its compounds),Releases to Water,Direct Discharges,2.601,tonnes
617,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 16,Ammonia (total),Releases to Air,Stack / Point,26.902,tonnes
618,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 16,Ammonia (total),Releases to Water,Direct Discharges,50.914,tonnes
619,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 19,Hexavalent chromium (and its compounds),Releases to Air,Stack / Point,4,kg
620,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - 19,Hexavalent chromium (and its compounds),Releases to Water,Direct Discharges,19,kg
621,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - D/F,Dioxins and furans - total,Total All Media<1t,All Media,0.004,g TEQ(ET)
622,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,285.44,tonnes
623,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,210.08,tonnes
624,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,115.1,tonnes
625,2002,271,DIVISION PONTIAC,EMBALLAGES SMURFIT-STONE CANADA INC,QC,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,104.88,tonnes
626,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,10049-04-4,Chlorine dioxide,Releases to Air,Stack / Point,26.643,tonnes
627,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,164.13,tonnes
628,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,118-74-1,Hexachlorobenzene,Total All Media<1t,All Media,0,grams
629,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,1319-77-3,Cresol (mixed isomers and their salts),Releases to Air,Stack / Point,2.823,tonnes
630,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,1319-77-3,Cresol (mixed isomers and their salts),Releases to Air,Fugitive,0.077,tonnes
631,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,1833.24,tonnes
632,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,67-56-1,Methanol,Releases to Air,Stack / Point,119.488,tonnes
633,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,67-56-1,Methanol,Releases to Air,Fugitive,9.257,tonnes
634,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,67-56-1,Methanol,Releases to Water,Direct Discharges,34.319,tonnes
635,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,67-63-0,Isopropyl alcohol,Releases to Air,Stack / Point,4.439,tonnes
636,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,425.13,tonnes
637,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,74-87-3,Chloromethane,Total All Media<1t,All Media,0.194,tonnes
638,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,75-07-0,Acetaldehyde,Releases to Air,Stack / Point,3.54,tonnes
639,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,75-07-0,Acetaldehyde,Releases to Air,Fugitive,1.17,tonnes
640,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,75-07-0,Acetaldehyde,Releases to Water,Direct Discharges,0.487,tonnes
641,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,7647-01-0,Hydrochloric acid,Releases to Air,Stack / Point,5.027,tonnes
642,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,7664-93-9,Sulphuric acid,Releases to Air,Stack / Point,1.612,tonnes
643,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,7782-50-5,Chlorine,Releases to Air,Stack / Point,18.437,tonnes
644,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,6/4/7783,Hydrogen sulphide,Releases to Air,Stack / Point,4.164,tonnes
645,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,6/4/7783,Hydrogen sulphide,Releases to Air,Fugitive,1.55,tonnes
646,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,6/4/7783,Hydrogen sulphide,Releases to Water,Direct Discharges,0.414,tonnes
647,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,79-00-5,"1,1,2-Trichloroethane",Total All Media<1t,All Media,0.637,tonnes
648,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,NA - 16,Ammonia (total),Releases to Air,Stack / Point,13.387,tonnes
649,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,NA - 16,Ammonia (total),Releases to Water,Direct Discharges,6.815,tonnes
650,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,NA - D/F,Dioxins and furans - total,Total All Media<1t,All Media,0.008,g TEQ(ET)
651,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,321.15,tonnes
652,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,141.15,tonnes
653,2002,279,"USINE NORKRAFT, LEBEL-SUR-QUÉVILLON",DOMTAR INC.,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,175.54,tonnes
654,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,100-42-5,Styrene,Total All Media<1t,All Media,0.125,tonnes
655,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,106-99-0,"1,3-Butadiene",Releases to Air,Stack / Point,0.007,tonnes
656,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,106-99-0,"1,3-Butadiene",Releases to Air,Fugitive,1.472,tonnes
657,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Air,Stack / Point,0.073,tonnes
658,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Air,Storage / Handling,3.532,tonnes
659,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Air,Fugitive,1.703,tonnes
660,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Air,Spills,0.157,tonnes
661,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Air,Other Non-Point,1.05,tonnes
662,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Water,Direct Discharges,0,tonnes
663,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Water,Spills,0,tonnes
664,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Water,Leaks,0,tonnes
665,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Land,Spills,0,tonnes
666,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Land,Leaks,0,tonnes
667,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-06-2,"1,2-Dichloroethane",Releases to Land,Other,0,tonnes
668,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,107-21-1,Ethylene glycol,Total All Media<1t,All Media,0.161,tonnes
669,2002,280,WESTERN CANADA OPERATIONS,DOW CHEMICAL CANADA INCORPORATED,Alberta,108-88-3,Toluene,Total All Media<1t,All Media,0.335,tonnes
